Location,Crash Type,Month,Municipality,Year,CrashCount,Latitude,Longitude
HUNTER ST & MOUNTAIN HWY,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.310665,-123.032614
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.311437,-123.028213
E 3RD ST & LONSDALE AVE & W 3RD ST,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.31343,-123.077042
E KEITH RD & ST GEORGES AVE,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.315554,-123.07045
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.31564,-123.037579
E 9TH ST & RIDGEWAY AVE,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.315725,-123.063192
BEWICKE AVE & MARINE DR & W 2ND LANE & W 3RD ST & W KEITH RD,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.319986,-123.0914
FELL AVE & W 15TH ST,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.322283,-123.094616
ANNE MACDONALD WAY & MT SEYMOUR RD & ACCESS ROAD,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.322905,-122.971079
MARINE DR & MCGUIRE AVE,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.323951,-123.120152
E 17TH ST & EASTERN AVE,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.324129,-123.070707
E 19TH ST & LONSDALE AVE & W 19TH ST,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.326226,-123.072214
W 19TH ST & WESTVIEW DR,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.326389,-123.089468
JONES AVE & LARSON CRES & W 23RD ST,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.330354,-123.081515
LYNN VALLEY RD & WILLIAM AVE,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.330485,-123.050554
E 27TH ST & LONSDALE AVE & W 27TH ST,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.334123,-123.072045
MAHON AVE & W WINDSOR RD,Property Damage Only,March    ,NORTH VANCOUVER,2020,1,49.338412,-123.079617
HARBOUR AVE & MAIN ST,Property Damage Only,March    ,NORTH VANCOUVER,2020,2,49.305823,-123.034207
MT SEYMOUR PKY & MT SEYMOUR RD & ROCHE POINT DR,Property Damage Only,March    ,NORTH VANCOUVER,2020,2,49.315935,-122.968956
E KEITH RD & LONSDALE AVE & W KEITH RD,Property Damage Only,March    ,NORTH VANCOUVER,2020,2,49.316466,-123.073958
E 15TH ST & LONSDALE AVE & W 15TH ST,Property Damage Only,March    ,NORTH VANCOUVER,2020,2,49.322069,-123.072318
CAPILANO RD & CURLING RD,Property Damage Only,March    ,NORTH VANCOUVER,2020,2,49.325219,-123.121453
E 29TH ST & LONSDALE AVE & W 29TH ST,Property Damage Only,March    ,NORTH VANCOUVER,2020,2,49.335657,-123.07201
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,Property Damage Only,March    ,NORTH VANCOUVER,2020,2,49.336565,-123.088076
FELL AVE & W 1ST ST,Property Damage Only,March    ,NORTH VANCOUVER,2020,4,49.318039,-123.094731
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,March    ,NORTH VANCOUVER,2020,7,49.331967,-123.072107
HARBOUR AVE & MAIN ST,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.305823,-123.034207
E ESPLANADE & ESPLANADE AVE & LOW LEVEL RD & ST ANDREWS AVE & TURNING LANE,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.308476,-123.073354
E ESPLANADE & ST GEORGES AVE,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.309764,-123.076402
CARRIE CATES CRT & CHESTERFIELD PL & W ESPLANDE LANE,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.311759,-123.083261
BERKLEY RD & MT SEYMOUR PKY & TURNING LANE,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.313697,-123.004763
PEMBERTON AVE & W 1ST ST,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.316992,-123.107926
FORBES AVE & W 3RD ST,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.317265,-123.085826
LLOYD AVE & W 1ST ST,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.317595,-123.105113
LONSDALE AVE & W 16TH ST,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.323097,-123.072295
HAMILTON AVE & MARINE DR & W 16TH ST & TURNING LANE,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.323112,-123.100131
BEWICKE AVE & LARSON RD & W 16TH ST & W 17TH ST,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.324341,-123.09107
FIR ST & LARSON RD & WESTVIEW DR,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.325164,-123.089494
CHESTERFIELD AVE & W 18TH ST,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.325212,-123.075395
E 23RD ST & LONSDALE AVE & W 23RD ST,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.330237,-123.072132
HIGHLAND BLVD & WOODBINE DR,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.338011,-123.101005
W ROCKLAND RD & WOODBURY AVE,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.345281,-123.07493
DEMPSEY RD & UNDERWOOD AVE,Property Damage Only,May      ,NORTH VANCOUVER,2020,1,49.34779,-123.024692
E 1ST ST & ST GEORGES AVE,Property Damage Only,February ,NORTH VANCOUVER,2022,2,49.310546,-123.075571
E 11TH ST & LONSDALE AVE & W 8TH ST,Property Damage Only,February ,NORTH VANCOUVER,2022,2,49.317895,-123.072561
FELL AVE & MARINE DR & TURNING LANE,Property Damage Only,February ,NORTH VANCOUVER,2022,2,49.321159,-123.094648
E 15TH ST & LONSDALE AVE & W 15TH ST,Property Damage Only,February ,NORTH VANCOUVER,2022,2,49.322069,-123.072318
E 19TH ST & LONSDALE AVE & W 19TH ST,Property Damage Only,February ,NORTH VANCOUVER,2022,2,49.326226,-123.072214
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,February ,NORTH VANCOUVER,2022,2,49.331967,-123.072107
CHESTERFIELD AVE & CHESTERFIELD PL & W ESPLANADE,Property Damage Only,February ,NORTH VANCOUVER,2022,3,49.312423,-123.082584
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Property Damage Only,February ,NORTH VANCOUVER,2022,3,49.324292,-123.122442
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Property Damage Only,February ,NORTH VANCOUVER,2022,4,49.33199,-123.088135
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,February ,NORTH VANCOUVER,2022,5,49.31564,-123.037579
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,February ,NORTH VANCOUVER,2022,8,49.332551,-123.117171
DOLLARTON HWY & SLEIL-WAUTUTH RD,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.308375,-122.988504
E 4TH ST & RIDGEWAY AVE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.309525,-123.063218
CHARLOTTE RD & MOUNTAIN HWY,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.309731,-123.032282
MT SEYMOUR PKY & RIVERSIDE DR & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.311036,-123.014719
E ESPLANADE & LONSDALE AVE & W ESPLANADE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.311047,-123.079495
LILLOOET RD & MT SEYMOUR PKY & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.31237,-123.025305
CHESTERFIELD AVE & CHESTERFIELD PL & W ESPLANADE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.312423,-123.082584
CHESTERFIELD AVE & W 1ST ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.313211,-123.081809
E KEITH RD & ST GEORGES AVE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.315554,-123.07045
MT SEYMOUR PKY & STRATHAVEN DR,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.315682,-122.985683
AUTOMALL DR & FELL AVE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.315884,-123.094781
MT SEYMOUR PKY & MT SEYMOUR RD & ROCHE POINT DR,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.315935,-122.968956
PEMBERTON AVE & W 1ST ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.316992,-123.107926
BEWICKE AVE & W 2ND ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.319051,-123.091577
E 13TH ST & GRAND BLVD W,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.319815,-123.057599
E 13TH ST & ST GEORGES AVE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.319934,-123.069253
JONES AVE & W KEITH RD,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.31999,-123.081725
CHESTERFIELD AVE & W 13TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.320023,-123.075547
E 14TH ST & LONSDALE AVE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.321018,-123.072348
CHESTERFIELD AVE & W 14TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.321068,-123.075538
E 14TH LANE & E 14TH ST & LIONS GATE HOSPITAL & ST GEORGES AVE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.321121,-123.069213
FELL AVE & MARINE DR & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.321159,-123.094648
E 15TH ST & LONSDALE AVE & W 15TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.322069,-123.072318
MACKAY AVE & MARINE DR,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.32359,-123.10122
E 19TH ST & SUTHERLAND AVE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.326053,-123.05463
LYNN VALLEY RD & MORGAN RD,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.32934,-123.05269
JONES AVE & LARSON CRES & W 23RD ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.330354,-123.081515
E 27TH ST & LONSDALE AVE & W 27TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.334123,-123.072045
E 29TH ST & REGENT AVE,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.335615,-123.060839
CHESTERFIELD AVE & W QUEENS RD,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.336525,-123.075106
MAHON AVE & W QUEENS RD,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.336526,-123.079619
DELBROOK AVE & EVERGREEN PL,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.342673,-123.085858
CAPILANO RD & EDGEMONT BLVD,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.343933,-123.112187
GLENCANYON DR & MONTROYAL BLVD,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.352563,-123.083218
BONITA DR & MONTROYAL BLVD,Property Damage Only,January  ,NORTH VANCOUVER,2022,1,49.355118,-123.087917
DOLLARTON HWY & RIVERSIDE DR,Property Damage Only,January  ,NORTH VANCOUVER,2022,2,49.305555,-123.014087
BROOKSBANK AVE & COTTON RD & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2022,2,49.307057,-123.040407
FORBES AVE & W 3RD ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,2,49.317265,-123.085826
BEWICKE AVE & MARINE DR & W 2ND LANE & W 3RD ST & W KEITH RD,Property Damage Only,January  ,NORTH VANCOUVER,2022,2,49.319986,-123.0914
E 17TH ST & LONSDALE AVE & W 17TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2022,4,49.324144,-123.072267
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2022,6,49.304852,-123.027413
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2022,6,49.31564,-123.037579
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2022,6,49.33199,-123.088135
BARROW ST & MOUNTAIN HWY,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.304602,-123.032081
DOLLARTON HWY & RIVERSIDE DR,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.305555,-123.014087
COTTON RD & GLADSTONE AVE & TURNING LANE,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.308144,-123.043782
E 2ND ST & ST ANDREWS AVE,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.310025,-123.07175
LONSDALE AVE & VICTORY SHIP WAY,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.310618,-123.079833
CHESTERFIELD AVE & W 1ST ST,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.313211,-123.081809
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.313299,-123.040514
E KEITH RD & QUEENSBURY AVE,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.313499,-123.05712
E 4TH ST & LONSDALE AVE & W 4TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.314216,-123.076274
BEWICKE AVE & COPPING ST,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.316471,-123.091666
E 11TH ST & ST GEORGES AVE,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.317861,-123.069305
BERKLEY RD & CARNATION ST,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.31814,-123.004999
LLOYD AVE & W 3RD ST,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.320243,-123.105023
E 15TH ST & LONSDALE AVE & W 15TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.322069,-123.072318
FELL LANE & HANES AVE & MARINE DR,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.322336,-123.097965
BOWSER AVE & MARINE DR,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.32392,-123.116151
GARDEN AVE & MARINE DR,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.323939,-123.118907
E 17TH ST & ST GEORGES AVE,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.324114,-123.069146
MAHON AVE & W 17TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.32421,-123.078518
E 18TH ST & LONSDALE AVE & W 18TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.325178,-123.07224
E 19TH ST & LONSDALE AVE & W 19TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.326226,-123.072214
FULLERTON AVE & LIONS GATE LANE,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.326869,-123.120371
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.336565,-123.088076
HIGHLAND BLVD & NEWMARKET DR,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.336994,-123.102754
HAROLD RD & INSTITUTE RD & LYNN VALLEY RD,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.337975,-123.03647
E ST JAMES RD & LONSDALE AVE & W ST JAMES RD,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.33928,-123.071929
EDGEMONT BLVD & RIDGEWOOD DR,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.339355,-123.104454
CAPILANO RD & ELDON RD,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.34716,-123.111322
DEMPSEY RD & MOUNTAIN HWY,Property Damage Only,July     ,NORTH VANCOUVER,2022,1,49.348072,-123.037784
COTTON RD & GLADSTONE AVE & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2023,2,49.308144,-123.043782
E 15TH ST & ST GEORGES AVE,Property Damage Only,January  ,NORTH VANCOUVER,2023,2,49.32204,-123.069198
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,January  ,NORTH VANCOUVER,2023,2,49.331967,-123.072107
FELL AVE & W 16TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2023,3,49.323237,-123.094577
E 21ST ST & LONSDALE AVE & W 21ST ST,Property Damage Only,January  ,NORTH VANCOUVER,2023,3,49.328258,-123.072147
E 15TH ST & LONSDALE AVE & W 15TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2023,4,49.322069,-123.072318
LONSDALE AVE & W 16TH ST,Property Damage Only,January  ,NORTH VANCOUVER,2023,4,49.323097,-123.072295
BARROW ST & HARBOUR AVE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.305197,-123.034216
DOLLARTON HWY & RIVERSIDE DR,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.305555,-123.014087
LYNN AVE & MAIN ST,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.306469,-123.036923
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.311437,-123.028213
E 3RD ST & LONSDALE AVE & W 3RD ST,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.31343,-123.077042
BERKLEY RD & MT SEYMOUR PKY & TURNING LANE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.313697,-123.004763
CALVERHALL ST & KENNARD AVE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.314015,-123.050251
E 6TH ST & LONSDALE AVE & W 6TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.315957,-123.074473
MAHON AVE & W 3RD ST,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.316122,-123.08324
FELL AVE & W 1ST ST,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.318039,-123.094731
CHESTERFIELD AVE & W KEITH RD,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.318091,-123.076803
BEWICKE AVE & MARINE DR & W 2ND LANE & W 3RD ST & W KEITH RD,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.319986,-123.0914
LILLOOET RD & MONASHEE DR,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.321486,-123.018413
CHESTERFIELD AVE & W 15TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.322105,-123.075502
MACKAY AVE & MARINE DR,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.32359,-123.10122
MARINE DR & PHILIP AVE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.323893,-123.113368
FIR ST & LARSON RD & WESTVIEW DR,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.325164,-123.089494
ARBORLYNN DR & HOSKINS RD,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.325379,-123.030177
E 19TH ST & MOODY AVE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.326085,-123.05986
E 20TH ST & ST GEORGES AVE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.327209,-123.069067
E 23RD ST & ST GEORGES AVE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.330199,-123.068991
E 23RD ST & LONSDALE AVE & W 23RD ST,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.330237,-123.072132
W 23RD ST & W 24TH CLOSE & WESTVIEW DR,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.330404,-123.088327
E 29TH ST & FROMME RD,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.335494,-123.043831
E 29TH ST & ROYAL AVE & TEMPE GLEN DR,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.335573,-123.054682
E QUEENS RD & REGENT AVE,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.336498,-123.060786
CAPILANO CRES & CAPILANO RD & RIDGEWOOD DR,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.339494,-123.114523
ARGYLE RD & MOUNTAIN HWY,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.340695,-123.038056
DUVAL RD & PETERS RD,Property Damage Only,July     ,NORTH VANCOUVER,2023,1,49.34163,-123.022098
MAIN ST & MOUNTAIN HWY,Property Damage Only,July     ,NORTH VANCOUVER,2023,2,49.305167,-123.032063
LONSDALE AVE & W QUEENS RD,Property Damage Only,July     ,NORTH VANCOUVER,2023,2,49.336525,-123.071991
E 14TH ST & LONSDALE AVE,Property Damage Only,July     ,NORTH VANCOUVER,2023,3,49.321018,-123.072348
E 15TH ST & LONSDALE AVE & W 15TH ST,Property Damage Only,July     ,NORTH VANCOUVER,2023,3,49.322069,-123.072318
BROOKSBANK AVE & E KEITH RD & HEYWOOD ST & MOUNTAIN HWY,Property Damage Only,July     ,NORTH VANCOUVER,2023,4,49.313299,-123.040514
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Property Damage Only,July     ,NORTH VANCOUVER,2023,8,49.331967,-123.072107
AMHERST AVE & DOLLARTON HWY & OLD DOLLARTON RD,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.305382,-123.018888
DOLLARTON HWY & RIVERSIDE DR,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.305555,-123.014087
HARBOUR AVE & MAIN ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.305823,-123.034207
E ESPLANADE & ESPLANADE AVE & LOW LEVEL RD & ST ANDREWS AVE & TURNING LANE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.308476,-123.073354
MT SEYMOUR PKY & RIVERSIDE DR & TURNING LANE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.311036,-123.014719
E ESPLANADE & LONSDALE AVE & W ESPLANADE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.311047,-123.079495
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.311437,-123.028213
E 1ST ST & LONSDALE AVE & W 1ST ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.311867,-123.078673
E 2ND ST & LONSDALE AVE & W 2ND ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.312668,-123.077854
E 3RD ST & LONSDALE AVE & W 3RD ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.31343,-123.077042
APEX AVE & MT SEYMOUR PKY,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.31562,-122.980213
E 10TH ST & HENDRY AVE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.31664,-123.051883
CHESTERFIELD AVE & W 13TH ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.320023,-123.075547
FELL AVE & W 3RD ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.320135,-123.094673
HANES AVE & W 3RD ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.320164,-123.098876
E 14TH ST & LONSDALE AVE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.321018,-123.072348
E 15TH ST & WILLIAM AVE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.321845,-123.050695
E 15TH ST & RIDGEWAY AVE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.321983,-123.063025
FELL LANE & HANES AVE & MARINE DR,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.322336,-123.097965
FELL AVE & W 16TH ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.323237,-123.094577
MACKAY AVE & MARINE DR,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.32359,-123.10122
BEWICKE AVE & LARSON RD & W 16TH ST & W 17TH ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.324341,-123.09107
E 18TH ST & LONSDALE AVE & W 18TH ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.325178,-123.07224
E 19TH ST & MOODY AVE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.326085,-123.05986
E 19TH ST & ST ANDREWS AVE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.326164,-123.066004
CAPILANO RD & GARDEN AVE,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.327335,-123.11913
CHESTERFIELD AVE & W 23RD ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.330278,-123.075284
JONES AVE & LARSON CRES & W 23RD ST,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.330354,-123.081515
LYNN VALLEY RD & MOLLIE NYE WAY,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.332038,-123.047593
CAPILANO RD & PAISLEY RD,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.336445,-123.115626
EDGEMONT BLVD & HIGHLAND BLVD,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.337493,-123.101901
E OSBORNE RD & LONSDALE AVE & SANDRINGHAM CRES & W OSBORNE RD,Property Damage Only,June     ,NORTH VANCOUVER,2023,1,49.340153,-123.071919
